date,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val,cumulative_aqi,temp_high,temp_low,temp_avg,pct_change_aqi,month,weekday
2018-06-11,0.3,3.0,15.0,14.0,0.029,27.0,12.0,11.0,,,0.0,0.0,27.0,72,62,67.0,0.2272727272727273,6,0
2018-06-12,0.3,3.0,14.0,13.0,0.032,30.0,40.0,37.0,5.0,21.0,2.0,3.0,37.0,78,60,69.0,0.37037037037037046,6,1
2018-06-13,0.2,2.0,11.0,10.0,0.05,46.0,21.0,19.0,,,2.0,3.0,46.0,86,67,76.5,0.2432432432432432,6,2
2018-06-14,0.3,3.0,24.0,23.0,0.051,47.0,23.0,21.0,,,1.0,1.0,47.0,82,56,69.0,0.021739130434782705,6,3
2018-06-15,0.5,6.0,41.0,39.0,0.037,34.0,42.0,39.0,7.8,33.0,13.0,19.0,39.0,79,57,68.0,-0.17021276595744683,6,4
2018-06-16,0.5,6.0,32.0,30.0,0.065,84.0,39.0,36.0,11.2,47.0,7.0,10.0,84.0,86,65,75.5,1.1538461538461537,6,5
2018-06-17,0.7,8.0,31.0,29.0,0.056,54.0,47.0,44.0,16.9,61.0,19.0,27.0,61.0,94,65,79.5,-0.27380952380952384,6,6
2018-06-18,0.3,3.0,16.0,15.0,0.053,49.0,40.0,37.0,10.8,45.0,1.0,1.0,49.0,94,75,84.5,-0.19672131147540983,6,0
2018-06-19,0.3,3.0,12.0,11.0,0.027,25.0,11.0,10.0,,,0.0,0.0,25.0,78,69,73.5,-0.4897959183673469,6,1
2018-06-20,0.3,3.0,23.0,22.0,0.037,34.0,17.0,16.0,,,1.0,1.0,34.0,74,65,69.5,0.3600000000000001,6,2
2018-06-21,0.3,3.0,,,0.036,33.0,22.0,20.0,6.2,26.0,1.0,1.0,33.0,79,59,69.0,-0.02941176470588236,6,3
2018-06-22,0.2,2.0,9.0,8.0,0.031,29.0,17.0,16.0,,,0.0,0.0,29.0,74,67,70.5,-0.12121212121212122,6,4
2018-06-23,0.2,2.0,11.0,10.0,0.037,34.0,12.0,11.0,,,0.0,0.0,34.0,81,67,74.0,0.17241379310344818,6,5
2018-06-24,0.2,2.0,7.0,7.0,0.044,41.0,9.0,8.0,,,1.0,1.0,41.0,80,66,73.0,0.2058823529411764,6,6
2018-06-25,0.2,2.0,,,0.033,31.0,11.0,10.0,,,0.0,0.0,31.0,75,61,68.0,-0.24390243902439024,6,0
2018-06-26,0.4,5.0,,,0.044,41.0,46.0,43.0,7.1,30.0,4.0,6.0,43.0,84,57,70.5,0.3870967741935485,6,1
2018-06-27,0.4,5.0,17.0,16.0,0.037,34.0,16.0,15.0,,,2.0,3.0,34.0,81,68,74.5,-0.2093023255813954,6,2
2018-06-28,0.4,5.0,43.0,41.0,0.048,44.0,19.0,18.0,,,16.0,23.0,44.0,81,69,75.0,0.2941176470588236,6,3
2018-06-29,0.6,7.0,31.0,29.0,0.059,64.0,49.0,45.0,14.3,56.0,10.0,14.0,64.0,90,65,77.5,0.4545454545454546,6,4
2018-06-30,0.4,5.0,19.0,18.0,0.057,58.0,35.0,32.0,,,5.0,7.0,58.0,92,74,83.0,-0.09375,6,5
2018-07-01,0.4,5.0,17.0,16.0,0.048,44.0,36.0,33.0,,,10.0,14.0,44.0,94,70,82.0,-0.24137931034482762,7,6
2018-07-02,0.2,2.0,11.0,10.0,0.052,48.0,29.0,27.0,,,,,48.0,92,76,84.0,0.09090909090909083,7,0
2018-07-03,0.4,5.0,24.0,23.0,,,33.0,31.0,,,3.0,4.0,31.0,89,73,81.0,-0.35416666666666663,7,1
2018-07-04,0.4,5.0,20.0,19.0,,,32.0,30.0,15.1,57.0,,,57.0,92,73,82.5,0.8387096774193548,7,2
2018-07-05,0.6,7.0,19.0,18.0,,,39.0,36.0,10.1,42.0,,,42.0,89,73,81.0,-0.26315789473684215,7,3
2018-07-06,0.3,3.0,10.0,9.0,,,9.0,8.0,,,0.0,0.0,9.0,76,66,71.0,-0.7857142857142857,7,4
2018-07-07,0.2,2.0,7.0,7.0,,,9.0,8.0,,,0.0,0.0,8.0,78,62,70.0,-0.11111111111111116,7,5
2018-07-08,0.3,3.0,20.0,19.0,,,23.0,21.0,3.4,14.0,3.0,4.0,21.0,83,58,70.5,1.625,7,6
2018-07-09,0.4,5.0,30.0,28.0,0.053,49.0,39.0,36.0,7.9,33.0,14.0,20.0,49.0,89,61,75.0,1.3333333333333335,7,0
2018-07-10,0.3,3.0,25.0,24.0,0.055,51.0,26.0,24.0,6.7,28.0,1.0,1.0,51.0,87,68,77.5,0.04081632653061229,7,1
2018-07-11,0.3,3.0,14.0,13.0,0.029,27.0,17.0,16.0,3.4,14.0,1.0,1.0,27.0,80,66,73.0,-0.47058823529411764,7,2
2018-07-12,0.6,7.0,,,0.041,38.0,45.0,42.0,10.6,44.0,7.0,10.0,44.0,84,59,71.5,0.6296296296296295,7,3
2018-07-13,0.6,7.0,41.0,39.0,0.055,51.0,60.0,53.0,15.5,58.0,8.0,11.0,58.0,88,61,74.5,0.3181818181818181,7,4
2018-07-14,0.5,6.0,41.0,39.0,0.063,77.0,50.0,46.0,21.7,71.0,6.0,9.0,77.0,92,68,80.0,0.3275862068965518,7,5
2018-07-15,0.4,5.0,18.0,17.0,0.069,97.0,36.0,33.0,13.8,55.0,10.0,14.0,97.0,91,76,83.5,0.2597402597402598,7,6
2018-07-16,0.5,6.0,35.0,33.0,0.048,44.0,50.0,46.0,14.5,56.0,5.0,7.0,56.0,91,73,82.0,-0.4226804123711341,7,0
2018-07-17,0.3,3.0,12.0,11.0,0.032,30.0,13.0,12.0,,,1.0,1.0,30.0,83,71,77.0,-0.4642857142857143,7,1
2018-07-18,0.2,2.0,28.0,26.0,0.023,21.0,12.0,11.0,,,0.0,0.0,26.0,77,61,69.0,-0.1333333333333333,7,2
2018-07-19,0.4,5.0,34.0,32.0,0.042,39.0,49.0,45.0,7.4,31.0,11.0,16.0,45.0,85,58,71.5,0.7307692307692308,7,3
2018-07-20,0.3,3.0,26.0,25.0,0.041,38.0,58.0,52.0,10.3,43.0,5.0,7.0,52.0,84,68,76.0,0.15555555555555545,7,4
2018-07-21,0.2,2.0,8.0,8.0,0.048,44.0,16.0,15.0,3.0,13.0,3.0,4.0,44.0,81,67,74.0,-0.15384615384615385,7,5
2018-07-22,0.2,2.0,5.0,5.0,0.039,36.0,5.0,5.0,,,0.0,0.0,36.0,73,67,70.0,-0.18181818181818177,7,6
2018-07-23,0.2,2.0,17.0,16.0,0.039,36.0,25.0,23.0,6.1,25.0,1.0,1.0,36.0,84,68,76.0,0.0,7,0
2018-07-24,0.3,3.0,,,0.04,37.0,28.0,26.0,7.2,30.0,2.0,3.0,37.0,82,68,75.0,0.02777777777777768,7,1
2018-07-25,0.4,5.0,31.0,29.0,0.034,31.0,28.0,26.0,9.3,39.0,1.0,1.0,39.0,83,70,76.5,0.054054054054053946,7,2
2018-07-26,0.4,5.0,28.0,26.0,0.044,41.0,31.0,29.0,7.6,32.0,2.0,3.0,41.0,86,66,76.0,0.05128205128205132,7,3
2018-07-27,0.2,2.0,17.0,16.0,0.041,38.0,17.0,16.0,,,0.0,0.0,38.0,80,62,71.0,-0.07317073170731703,7,4
2018-07-28,0.2,2.0,25.0,24.0,0.037,34.0,14.0,13.0,,,1.0,1.0,34.0,78,61,69.5,-0.10526315789473684,7,5
2018-07-29,0.4,5.0,16.0,15.0,0.045,42.0,24.0,22.0,,,4.0,6.0,42.0,82,63,72.5,0.23529411764705888,7,6
2018-07-30,0.3,3.0,19.0,18.0,0.041,38.0,28.0,26.0,,,3.0,4.0,38.0,80,67,73.5,-0.09523809523809523,7,0
2018-07-31,0.3,3.0,21.0,20.0,0.033,31.0,26.0,24.0,,,1.0,1.0,31.0,80,68,74.0,-0.1842105263157895,7,1
2018-08-01,0.3,3.0,11.0,10.0,0.034,31.0,20.0,19.0,,,1.0,1.0,31.0,76,70,73.0,0.0,8,2
2018-08-02,0.4,5.0,29.0,27.0,0.045,42.0,33.0,31.0,,,2.0,3.0,42.0,83,68,75.5,0.35483870967741926,8,3
2018-08-03,0.5,6.0,27.0,25.0,0.051,47.0,52.0,48.0,,,2.0,3.0,48.0,87,67,77.0,0.1428571428571428,8,4
2018-08-04,0.4,5.0,21.0,20.0,0.053,49.0,38.0,35.0,,,3.0,4.0,49.0,88,66,77.0,0.02083333333333326,8,5
2018-08-05,0.4,5.0,20.0,19.0,0.051,47.0,42.0,39.0,,,3.0,4.0,47.0,92,70,81.0,-0.04081632653061229,8,6
2018-08-06,0.3,3.0,14.0,13.0,0.045,42.0,30.0,28.0,,,2.0,3.0,42.0,93,70,81.5,-0.1063829787234043,8,0
2018-08-07,0.3,3.0,25.0,24.0,0.034,31.0,17.0,16.0,,,0.0,0.0,31.0,83,70,76.5,-0.26190476190476186,8,1
2018-08-08,0.3,3.0,28.0,26.0,,,22.0,20.0,,,0.0,0.0,26.0,84,72,78.0,-0.16129032258064513,8,2
2018-08-09,0.3,3.0,16.0,15.0,0.046,43.0,20.0,19.0,6.4,27.0,1.0,1.0,43.0,85,68,76.5,0.6538461538461537,8,3
2018-08-10,0.3,3.0,18.0,17.0,0.033,31.0,21.0,19.0,5.4,23.0,0.0,0.0,31.0,83,70,76.5,-0.2790697674418605,8,4
2018-08-11,0.5,6.0,27.0,25.0,0.038,35.0,26.0,24.0,,,1.0,1.0,35.0,81,62,71.5,0.12903225806451624,8,5
2018-08-12,0.3,3.0,25.0,24.0,0.04,37.0,18.0,17.0,2.5,10.0,13.0,19.0,37.0,81,64,72.5,0.05714285714285716,8,6
2018-08-13,0.5,6.0,32.0,30.0,0.041,38.0,30.0,28.0,6.5,27.0,1.0,1.0,38.0,82,64,73.0,0.027027027027026973,8,0
2018-08-14,0.4,5.0,26.0,25.0,0.052,48.0,34.0,31.0,11.7,49.0,3.0,4.0,49.0,86,67,76.5,0.2894736842105263,8,1
2018-08-15,0.4,5.0,29.0,27.0,0.052,48.0,37.0,34.0,14.4,56.0,2.0,3.0,56.0,87,68,77.5,0.1428571428571428,8,2
2018-08-16,0.5,6.0,22.0,21.0,0.026,24.0,53.0,49.0,12.9,53.0,3.0,4.0,53.0,83,73,78.0,-0.0535714285714286,8,3
2018-08-17,0.4,5.0,12.0,11.0,0.032,30.0,21.0,19.0,6.1,25.0,1.0,1.0,30.0,80,70,75.0,-0.4339622641509434,8,4
2018-08-18,0.2,2.0,10.0,9.0,0.039,36.0,12.0,11.0,,,1.0,1.0,36.0,81,69,75.0,0.19999999999999996,8,5
2018-08-19,0.3,3.0,8.0,8.0,0.028,26.0,14.0,13.0,3.5,15.0,0.0,0.0,26.0,79,64,71.5,-0.2777777777777778,8,6
2018-08-20,0.3,3.0,21.0,20.0,0.037,34.0,44.0,41.0,11.7,49.0,2.0,3.0,49.0,85,61,73.0,0.8846153846153846,8,0
2018-08-21,0.3,3.0,23.0,22.0,0.039,36.0,16.0,15.0,,,1.0,1.0,36.0,83,70,76.5,-0.26530612244897955,8,1
2018-08-22,0.3,3.0,8.0,8.0,0.028,26.0,14.0,13.0,4.9,20.0,1.0,1.0,26.0,73,58,65.5,-0.2777777777777778,8,2
2018-08-23,0.3,3.0,25.0,24.0,0.036,33.0,22.0,20.0,5.0,21.0,1.0,1.0,33.0,80,56,68.0,0.26923076923076916,8,3
2018-08-24,0.5,6.0,30.0,28.0,0.038,35.0,74.0,60.0,15.2,58.0,20.0,29.0,60.0,82,58,70.0,0.8181818181818181,8,4
2018-08-25,0.4,5.0,17.0,16.0,0.035,32.0,38.0,35.0,10.0,42.0,18.0,26.0,42.0,81,71,76.0,-0.30000000000000004,8,5
2018-08-26,0.4,5.0,28.0,26.0,0.039,36.0,40.0,37.0,18.9,65.0,1.0,1.0,65.0,87,71,79.0,0.5476190476190477,8,6
2018-08-27,0.5,6.0,22.0,21.0,0.036,33.0,36.0,33.0,15.2,58.0,1.0,1.0,58.0,91,75,83.0,-0.10769230769230764,8,0
2018-08-28,0.4,5.0,20.0,19.0,0.038,35.0,29.0,27.0,10.4,43.0,7.0,10.0,43.0,92,75,83.5,-0.2586206896551724,8,1
2018-08-29,0.3,3.0,22.0,21.0,0.032,30.0,27.0,25.0,7.1,30.0,1.0,1.0,30.0,92,70,81.0,-0.3023255813953488,8,2
2018-08-30,0.4,5.0,11.0,10.0,0.025,23.0,12.0,11.0,,,1.0,1.0,23.0,77,67,72.0,-0.23333333333333328,8,3
2018-08-31,0.4,5.0,26.0,25.0,0.036,33.0,26.0,24.0,,,1.0,1.0,33.0,81,61,71.0,0.4347826086956521,8,4
2018-09-01,0.4,5.0,17.0,16.0,0.041,38.0,27.0,25.0,,,2.0,3.0,38.0,88,68,78.0,0.1515151515151516,9,5
2018-09-02,0.1,1.0,14.0,13.0,0.032,30.0,16.0,15.0,,,2.0,3.0,30.0,90,73,81.5,-0.21052631578947367,9,6
2018-09-03,0.3,3.0,15.0,14.0,0.036,33.0,18.0,17.0,,,1.0,1.0,33.0,93,74,83.5,0.10000000000000009,9,0
2018-09-04,0.3,3.0,,,,,,,,,,,3.0,94,72,83.0,-0.9090909090909091,9,1
2018-09-05,0.3,3.0,,,0.04,37.0,,,,,8.0,11.0,37.0,95,74,84.5,11.333333333333334,9,2
2018-09-06,0.3,3.0,17.0,16.0,0.029,27.0,13.0,12.0,7.8,33.0,1.0,1.0,33.0,81,73,77.0,-0.10810810810810811,9,3
2018-09-07,0.3,3.0,24.0,23.0,0.029,27.0,17.0,16.0,6.9,29.0,1.0,1.0,29.0,80,70,75.0,-0.12121212121212122,9,4
2018-09-08,0.2,2.0,7.0,7.0,0.018,17.0,13.0,12.0,4.8,20.0,1.0,1.0,20.0,70,60,65.0,-0.31034482758620685,9,5
2018-09-09,0.2,2.0,4.0,4.0,0.023,21.0,3.0,3.0,2.4,10.0,1.0,1.0,21.0,63,57,60.0,0.050000000000000044,9,6
2018-09-10,0.3,3.0,13.0,12.0,0.016,15.0,8.0,7.0,5.1,21.0,1.0,1.0,21.0,69,58,63.5,0.0,9,0
2018-09-11,0.2,2.0,24.0,23.0,0.021,19.0,12.0,11.0,7.9,33.0,1.0,1.0,33.0,69,62,65.5,0.5714285714285714,9,1
2018-09-12,0.3,3.0,19.0,18.0,0.028,26.0,18.0,17.0,9.7,40.0,1.0,1.0,40.0,76,65,70.5,0.21212121212121215,9,2
2018-09-13,0.5,6.0,30.0,28.0,0.02,19.0,50.0,46.0,19.8,67.0,4.0,6.0,67.0,82,62,72.0,0.675,9,3
2018-09-14,0.6,7.0,26.0,25.0,0.035,32.0,36.0,33.0,15.6,58.0,5.0,7.0,58.0,84,69,76.5,-0.13432835820895528,9,4
2018-09-15,0.4,5.0,15.0,14.0,0.026,24.0,21.0,19.0,10.5,44.0,2.0,3.0,44.0,86,69,77.5,-0.24137931034482762,9,5
2018-09-16,0.4,5.0,13.0,12.0,0.028,26.0,19.0,18.0,11.0,46.0,3.0,4.0,46.0,86,68,77.0,0.045454545454545414,9,6
2018-09-17,0.3,3.0,20.0,19.0,0.019,18.0,26.0,24.0,9.0,38.0,2.0,3.0,38.0,78,68,73.0,-0.17391304347826086,9,0
2018-09-18,0.3,3.0,23.0,22.0,0.041,38.0,27.0,25.0,13.5,54.0,10.0,14.0,54.0,86,66,76.0,0.42105263157894735,9,1
2018-09-19,0.3,3.0,,,0.023,21.0,15.0,14.0,7.8,33.0,1.0,1.0,33.0,76,62,69.0,-0.38888888888888884,9,2
2018-09-20,0.5,6.0,24.0,23.0,0.039,36.0,53.0,49.0,23.2,74.0,3.0,4.0,74.0,87,60,73.5,1.2424242424242422,9,3
2018-09-21,0.3,3.0,25.0,24.0,0.043,40.0,41.0,38.0,11.7,49.0,2.0,3.0,49.0,91,67,79.0,-0.33783783783783783,9,4
2018-09-22,0.2,2.0,8.0,8.0,0.023,21.0,5.0,5.0,3.6,15.0,1.0,1.0,21.0,67,54,60.5,-0.5714285714285714,9,5
2018-09-23,0.4,5.0,20.0,19.0,0.026,24.0,13.0,12.0,11.2,47.0,1.0,1.0,47.0,71,49,60.0,1.2380952380952381,9,6
2018-09-24,0.4,5.0,11.0,10.0,0.015,14.0,25.0,23.0,10.0,42.0,1.0,1.0,42.0,72,57,64.5,-0.1063829787234043,9,0
2018-09-25,0.5,6.0,17.0,16.0,0.018,17.0,24.0,22.0,14.4,56.0,2.0,3.0,56.0,76,66,71.0,0.33333333333333326,9,1
2018-09-26,0.2,2.0,14.0,13.0,0.033,31.0,8.0,7.0,6.2,26.0,1.0,1.0,31.0,75,54,64.5,-0.4464285714285714,9,2
2018-09-27,0.6,7.0,28.0,26.0,0.026,24.0,47.0,44.0,15.1,57.0,2.0,3.0,57.0,67,51,59.0,0.8387096774193548,9,3
2018-09-28,0.4,5.0,22.0,21.0,0.037,34.0,20.0,19.0,,,1.0,1.0,34.0,74,49,61.5,-0.4035087719298246,9,4
2018-09-29,0.3,3.0,30.0,28.0,0.032,30.0,10.0,9.0,5.1,21.0,2.0,3.0,30.0,63,49,56.0,-0.11764705882352944,9,5
2018-09-30,0.4,5.0,41.0,39.0,0.034,31.0,25.0,23.0,11.5,48.0,8.0,11.0,48.0,77,50,63.5,0.6000000000000001,9,6
2018-10-01,0.5,6.0,31.0,29.0,0.033,31.0,56.0,51.0,14.1,55.0,5.0,7.0,55.0,81,58,69.5,0.14583333333333326,10,0
2018-10-02,0.4,5.0,10.0,9.0,,,20.0,19.0,3.8,16.0,3.0,4.0,19.0,78,63,70.5,-0.6545454545454545,10,1
2018-10-03,0.4,5.0,24.0,23.0,0.027,25.0,40.0,37.0,11.7,49.0,4.0,6.0,49.0,83,57,70.0,1.5789473684210527,10,2
2018-10-04,0.3,3.0,11.0,10.0,0.027,25.0,15.0,14.0,3.9,16.0,1.0,1.0,25.0,77,54,65.5,-0.4897959183673469,10,3
2018-10-05,0.5,6.0,22.0,21.0,0.011,10.0,26.0,24.0,13.3,54.0,1.0,1.0,54.0,64,50,57.0,1.1600000000000001,10,4
2018-10-06,0.6,7.0,16.0,15.0,0.029,27.0,23.0,21.0,14.3,56.0,1.0,1.0,56.0,85,64,74.5,0.03703703703703698,10,5
2018-10-07,0.3,3.0,9.0,8.0,0.013,12.0,12.0,11.0,11.3,47.0,1.0,1.0,47.0,70,66,68.0,-0.1607142857142857,10,6
2018-10-08,0.4,5.0,22.0,21.0,0.03,28.0,39.0,36.0,12.1,51.0,3.0,4.0,51.0,89,67,78.0,0.0851063829787233,10,0
2018-10-09,0.4,5.0,,,0.029,27.0,39.0,36.0,6.6,28.0,12.0,17.0,36.0,86,70,78.0,-0.2941176470588235,10,1
2018-10-10,0.4,5.0,22.0,21.0,0.027,25.0,48.0,44.0,5.9,25.0,5.0,7.0,44.0,84,68,76.0,0.22222222222222232,10,2
2018-10-11,0.4,5.0,7.0,7.0,0.025,23.0,13.0,12.0,2.1,9.0,1.0,1.0,23.0,73,52,62.5,-0.4772727272727273,10,3
2018-10-12,0.1,1.0,15.0,14.0,0.028,26.0,7.0,6.0,5.4,23.0,1.0,1.0,26.0,54,44,49.0,0.13043478260869557,10,4
2018-10-13,0.5,6.0,18.0,17.0,0.026,24.0,12.0,11.0,9.0,38.0,3.0,4.0,38.0,52,41,46.5,0.46153846153846145,10,5
2018-10-14,0.5,6.0,35.0,33.0,0.027,25.0,14.0,13.0,8.8,37.0,13.0,19.0,37.0,61,41,51.0,-0.02631578947368418,10,6
2018-10-15,0.2,2.0,19.0,18.0,0.027,25.0,12.0,11.0,5.6,23.0,2.0,3.0,25.0,57,44,50.5,-0.32432432432432434,10,0
2018-10-16,0.2,2.0,25.0,24.0,0.028,26.0,14.0,13.0,7.4,31.0,1.0,1.0,31.0,56,36,46.0,0.24,10,1
2018-10-17,0.4,5.0,18.0,17.0,0.03,28.0,15.0,14.0,,,0.0,0.0,28.0,56,43,49.5,-0.09677419354838712,10,2
2018-10-18,0.2,2.0,25.0,24.0,0.032,30.0,9.0,8.0,,,4.0,6.0,30.0,50,39,44.5,0.0714285714285714,10,3
2018-10-19,0.4,5.0,32.0,30.0,0.034,31.0,36.0,33.0,9.6,40.0,10.0,14.0,40.0,60,40,50.0,0.33333333333333326,10,4
2018-10-20,0.2,2.0,8.0,8.0,0.033,31.0,13.0,12.0,6.5,27.0,0.0,0.0,31.0,60,41,50.5,-0.22499999999999998,10,5
2018-10-21,0.3,3.0,23.0,22.0,0.029,27.0,7.0,6.0,6.6,28.0,5.0,7.0,28.0,44,32,38.0,-0.09677419354838712,10,6
2018-10-22,0.7,8.0,33.0,31.0,0.022,20.0,28.0,26.0,13.3,54.0,3.0,4.0,54.0,57,36,46.5,0.9285714285714286,10,0
2018-10-23,0.7,8.0,20.0,19.0,0.025,23.0,17.0,16.0,8.2,34.0,0.0,0.0,34.0,55,43,49.0,-0.37037037037037035,10,1
2018-10-24,0.2,2.0,12.0,11.0,0.025,23.0,7.0,6.0,5.5,23.0,0.0,0.0,23.0,49,41,45.0,-0.32352941176470584,10,2
2018-10-25,0.5,6.0,26.0,25.0,0.017,16.0,24.0,22.0,11.5,48.0,20.0,29.0,48.0,50,33,41.5,1.0869565217391304,10,3
2018-10-26,0.3,3.0,21.0,20.0,0.015,14.0,13.0,12.0,9.0,38.0,1.0,1.0,38.0,52,42,47.0,-0.20833333333333337,10,4
2018-10-27,0.3,3.0,17.0,16.0,0.021,19.0,4.0,4.0,3.8,16.0,0.0,0.0,19.0,48,44,46.0,-0.5,10,5
2018-10-28,0.4,5.0,13.0,12.0,0.026,24.0,6.0,6.0,6.7,28.0,1.0,1.0,28.0,50,41,45.5,0.4736842105263157,10,6
2018-10-29,0.3,3.0,25.0,24.0,0.022,20.0,8.0,7.0,4.8,20.0,0.0,0.0,24.0,51,39,45.0,-0.1428571428571429,10,0
2018-10-30,0.6,7.0,24.0,23.0,0.031,29.0,38.0,35.0,17.8,63.0,8.0,11.0,63.0,59,36,47.5,1.625,10,1
2018-10-31,0.3,3.0,13.0,12.0,0.023,21.0,15.0,14.0,9.6,40.0,0.0,0.0,40.0,62,52,57.0,-0.3650793650793651,10,2
2018-11-01,0.3,3.0,22.0,21.0,0.023,21.0,5.0,5.0,5.7,24.0,0.0,0.0,24.0,52,46,49.0,-0.4,11,3
2018-11-02,0.2,2.0,16.0,15.0,0.026,24.0,5.0,5.0,3.6,15.0,0.0,0.0,24.0,50,44,47.0,0.0,11,4
2018-11-03,0.4,5.0,24.0,23.0,0.026,24.0,11.0,10.0,5.8,24.0,14.0,20.0,24.0,49,36,42.5,0.0,11,5
2018-11-04,0.5,6.0,19.0,18.0,0.027,25.0,16.0,15.0,12.3,51.0,2.0,3.0,51.0,58,35,46.5,1.125,11,6
2018-11-05,0.4,5.0,27.0,25.0,,,25.0,23.0,10.8,45.0,6.0,9.0,45.0,61,48,54.5,-0.11764705882352944,11,0
2018-11-06,0.3,3.0,11.0,10.0,0.024,22.0,16.0,15.0,5.1,21.0,1.0,1.0,22.0,61,48,54.5,-0.5111111111111111,11,1
2018-11-07,0.2,2.0,11.0,10.0,0.014,13.0,12.0,11.0,7.0,29.0,0.0,0.0,29.0,49,39,44.0,0.3181818181818181,11,2
2018-11-08,0.3,3.0,18.0,17.0,0.018,17.0,10.0,9.0,8.2,34.0,0.0,0.0,34.0,43,37,40.0,0.17241379310344818,11,3
2018-11-09,0.3,3.0,17.0,16.0,0.025,23.0,7.0,6.0,8.0,33.0,1.0,1.0,33.0,40,34,37.0,-0.02941176470588236,11,4
2018-11-10,0.2,2.0,,,0.021,19.0,12.0,11.0,10.4,43.0,0.0,0.0,43.0,34,23,28.5,0.303030303030303,11,5
2018-11-11,0.5,6.0,29.0,27.0,0.023,21.0,11.0,10.0,8.7,36.0,41.0,57.0,57.0,42,26,34.0,0.3255813953488371,11,6
2018-11-12,0.7,8.0,36.0,34.0,0.002,2.0,59.0,53.0,25.6,79.0,41.0,57.0,79.0,41,25,33.0,0.38596491228070184,11,0
2018-11-13,0.7,8.0,,,0.033,31.0,12.0,11.0,12.4,52.0,2.0,3.0,52.0,39,31,35.0,-0.3417721518987342,11,1
2018-11-14,0.3,3.0,16.0,15.0,0.029,27.0,10.0,9.0,6.3,26.0,1.0,1.0,27.0,32,27,29.5,-0.4807692307692307,11,2
2018-11-15,0.4,5.0,24.0,23.0,0.014,13.0,10.0,9.0,7.3,30.0,2.0,3.0,30.0,36,29,32.5,0.11111111111111116,11,3
2018-11-16,0.4,5.0,,,0.016,15.0,12.0,11.0,15.5,58.0,1.0,1.0,58.0,38,34,36.0,0.9333333333333333,11,4
2018-11-17,0.2,2.0,22.0,21.0,0.022,20.0,12.0,11.0,12.6,52.0,1.0,1.0,52.0,41,37,39.0,-0.10344827586206895,11,5
2018-11-18,0.4,5.0,22.0,21.0,0.014,13.0,11.0,10.0,14.4,56.0,2.0,3.0,56.0,39,35,37.0,0.07692307692307687,11,6
2018-11-19,0.4,5.0,34.0,32.0,0.016,15.0,17.0,16.0,12.1,51.0,4.0,6.0,51.0,40,36,38.0,-0.0892857142857143,11,0
2018-11-20,0.2,2.0,25.0,24.0,0.024,22.0,10.0,9.0,9.8,41.0,1.0,1.0,41.0,37,29,33.0,-0.196078431372549,11,1
2018-11-21,0.2,2.0,15.0,14.0,0.032,30.0,14.0,13.0,11.1,46.0,0.0,0.0,46.0,35,28,31.5,0.12195121951219523,11,2
2018-11-22,0.2,2.0,9.0,8.0,0.031,29.0,6.0,6.0,3.8,16.0,0.0,0.0,29.0,28,26,27.0,-0.3695652173913043,11,3
2018-11-23,0.4,5.0,19.0,18.0,0.019,18.0,36.0,33.0,13.4,54.0,41.0,57.0,57.0,51,28,39.5,0.9655172413793103,11,4
2018-11-24,0.4,5.0,13.0,12.0,0.023,21.0,13.0,12.0,9.9,41.0,2.0,3.0,41.0,50,41,45.5,-0.2807017543859649,11,5
2018-11-25,0.5,6.0,29.0,27.0,0.022,20.0,15.0,14.0,15.3,58.0,0.0,0.0,58.0,50,40,45.0,0.41463414634146334,11,6
2018-11-26,0.5,6.0,19.0,18.0,0.024,22.0,7.0,6.0,9.2,38.0,1.0,1.0,38.0,49,32,40.5,-0.3448275862068966,11,0
2018-11-27,0.1,1.0,7.0,7.0,0.03,28.0,3.0,3.0,3.4,14.0,0.0,0.0,28.0,32,28,30.0,-0.26315789473684215,11,1
2018-11-28,0.2,2.0,15.0,14.0,0.022,20.0,9.0,8.0,8.0,33.0,0.0,0.0,33.0,29,26,27.5,0.1785714285714286,11,2
2018-11-29,0.4,5.0,20.0,19.0,0.012,11.0,22.0,20.0,17.0,61.0,3.0,4.0,61.0,33,25,29.0,0.8484848484848484,11,3
2018-11-30,0.4,5.0,26.0,25.0,0.01,9.0,22.0,20.0,28.6,86.0,1.0,1.0,86.0,38,33,35.5,0.4098360655737705,11,4
2018-12-01,0.3,3.0,21.0,20.0,0.019,18.0,10.0,9.0,15.2,58.0,0.0,0.0,58.0,52,37,44.5,-0.32558139534883723,12,5
2018-12-02,0.3,3.0,14.0,13.0,0.032,30.0,15.0,14.0,7.7,32.0,8.0,11.0,32.0,64,44,54.0,-0.4482758620689655,12,6
2018-12-03,0.2,2.0,9.0,8.0,0.027,25.0,6.0,6.0,4.5,19.0,0.0,0.0,25.0,44,35,39.5,-0.21875,12,0
2018-12-04,0.2,2.0,17.0,16.0,0.026,24.0,12.0,11.0,6.2,26.0,0.0,0.0,26.0,35,30,32.5,0.040000000000000036,12,1
2018-12-05,0.2,2.0,21.0,20.0,0.025,23.0,14.0,13.0,10.1,42.0,3.0,4.0,42.0,33,29,31.0,0.6153846153846154,12,2
