,high_temp,low_temp,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val,cumulitive_aqi,pct_change_aqi,average_daily_temp,month,weekday
2017-12-12,35,18,0.4,5.0,15.0,14.0,0.035,32.0,15.0,14.0,3.5,15.0,0.0,0.0,32.0,0.5238095238095237,26.5,12,1
2017-12-13,25,17,0.3,3.0,17.0,16.0,0.024,22.0,13.0,12.0,3.5,15.0,0.0,0.0,22.0,-0.3125,21.0,12,2
2017-12-14,28,10,0.3,3.0,27.0,25.0,0.03,28.0,11.0,10.0,4.7,20.0,0.0,0.0,28.0,0.2727272727272727,19.0,12,3
2017-12-15,28,6,0.6,7.0,20.0,19.0,0.022,20.0,22.0,20.0,13.3,54.0,3.0,4.0,54.0,0.9285714285714286,17.0,12,4
2017-12-16,41,27,0.5,6.0,29.0,27.0,0.021,19.0,16.0,15.0,8.8,37.0,1.0,1.0,37.0,-0.31481481481481477,34.0,12,5
2017-12-17,39,23,0.7,8.0,31.0,29.0,0.014,13.0,24.0,22.0,25.1,78.0,2.0,3.0,78.0,1.108108108108108,31.0,12,6
2017-12-18,45,38,0.3,3.0,16.0,15.0,0.02,19.0,12.0,11.0,10.9,45.0,0.0,0.0,45.0,-0.42307692307692313,41.5,12,0
2017-12-19,52,37,0.2,2.0,12.0,11.0,0.024,22.0,17.0,16.0,10.8,45.0,0.0,0.0,45.0,0.0,44.5,12,1
2017-12-20,40,26,0.3,3.0,36.0,34.0,0.029,27.0,23.0,21.0,2.8,12.0,0.0,0.0,34.0,-0.24444444444444446,33.0,12,2
2017-12-21,39,30,0.3,3.0,27.0,25.0,0.016,15.0,19.0,18.0,3.3,14.0,0.0,0.0,25.0,-0.2647058823529411,34.5,12,3
2017-12-22,43,37,0.5,6.0,27.0,25.0,0.009,8.0,20.0,19.0,14.4,56.0,1.0,1.0,56.0,1.2400000000000002,40.0,12,4
2017-12-23,39,29,0.5,6.0,18.0,17.0,0.022,20.0,6.0,6.0,7.6,32.0,0.0,0.0,32.0,-0.4285714285714286,34.0,12,5
2017-12-24,33,27,0.3,3.0,28.0,26.0,0.025,23.0,9.0,8.0,12.4,52.0,0.0,0.0,52.0,0.625,30.0,12,6
2017-12-25,28,13,0.3,3.0,8.0,8.0,0.032,30.0,11.0,10.0,4.7,20.0,0.0,0.0,30.0,-0.42307692307692313,20.5,12,0
2017-12-26,15,9,0.2,2.0,13.0,12.0,0.03,28.0,14.0,13.0,6.6,28.0,0.0,0.0,28.0,-0.06666666666666665,12.0,12,1
2017-12-27,13,4,0.3,3.0,29.0,27.0,0.025,23.0,10.0,9.0,12.1,51.0,1.0,1.0,51.0,0.8214285714285714,8.5,12,2
2017-12-28,18,7,0.3,3.0,31.0,29.0,0.019,18.0,15.0,14.0,11.9,50.0,2.0,3.0,50.0,-0.019607843137254943,12.5,12,3
2017-12-29,19,14,0.3,3.0,19.0,18.0,0.022,20.0,14.0,13.0,15.8,59.0,1.0,1.0,59.0,0.17999999999999994,16.5,12,4
2017-12-30,18,14,0.2,2.0,16.0,15.0,0.032,30.0,8.0,7.0,10.3,43.0,0.0,0.0,43.0,-0.27118644067796616,16.0,12,5
2017-12-31,19,3,0.3,3.0,27.0,25.0,,,12.0,11.0,4.4,18.0,1.0,1.0,25.0,-0.41860465116279066,11.0,12,6
